Cidade,Cliente,ClienteId,CodigoPrimesys,Description,Estado,Location,Operadora,PrimeId,SerialName,Servico,Solucao,Tecnologia,TipoNegocio,TipoServico
Belo Horizonte,BANCO LOSANGO S.A. - BANCO MULTIPLO,133300.0000000,BRAD,,MG,,NET,BRAD#LOG-BELOHORIZONTE-8036#01,,BRAD,20197426,VELOCLOUD,LOSANGO,SDWAN
Cuiabá,BANCO LOSANGO S.A. - BANCO MULTIPLO,133302.0000000,BRAD,,MT,,OI S A - MT,BRAD#LOG-CUIABA-8027#01,,BRAD,20197427,VELOCLOUD,LOSANGO,SDWAN
Recife,BANCO LOSANGO S.A. - BANCO MULTIPLO,133303.0000000,BRAD,,PE,,Empresa Bras. de Telecomunicações - PE,BRAD#LOG-RECIFE-8253#01,,BRAD,20197428,VELOCLOUD,LOSANGO,SDWAN
Rio de Janeiro,BANCO LOSANGO S.A. - BANCO MULTIPLO,133307.0000000,BRAD,,RJ,,Empresa Bras. de Telecomunicações - RJ,BRAD#LOG-MERCADOFLORES-8245#01,,BRAD,20197430,VELOCLOUD,LOSANGO,SDWAN
Rio de Janeiro,BANCO LOSANGO S.A. - BANCO MULTIPLO,133309.0000000,BRAD,,RJ,,NET,BRAD#LOG-SAENZPENA-8020#01,,BRAD,20197431,VELOCLOUD,LOSANGO,SDWAN
Rio de Janeiro,BANCO LOSANGO S.A. - BANCO MULTIPLO,133311.0000000,BRAD,,RJ,,Empresa Bras. de Telecomunicações - RJ,BRAD#LOG-NITEROI-8246#01,,BRAD,20197432,VELOCLOUD,LOSANGO,SDWAN
Natal,BANCO LOSANGO S.A. - BANCO MULTIPLO,133313.0000000,BRAD,,RN,,NET,BRAD#LOG-NATAL-8152#01,,BRAD,20197433,VELOCLOUD,LOSANGO,SDWAN
Porto Alegre,BANCO LOSANGO S.A. - BANCO MULTIPLO,133315.0000000,BRAD,,RS,,Empresa Bras. de Telecomunicações - RS,BRAD#LOG-GALVITORINO-8151#01,,BRAD,20197434,VELOCLOUD,LOSANGO,SDWAN
Florianópolis,BANCO LOSANGO S.A. - BANCO MULTIPLO,133317.0000000,BRAD,,SC,,OI S A - SC,BRAD#LOG-FLORIANOPOLIS-8241#01,,BRAD,20197435,VELOCLOUD,LOSANGO,SDWAN
Bauru,BANCO LOSANGO S.A. - BANCO MULTIPLO,133321.0000000,BRAD,,SP,,NET,BRAD#LOG-BAURU-8092#01,,BRAD,20197436,VELOCLOUD,LOSANGO,SDWAN
Guarulhos,BANCO LOSANGO S.A. - BANCO MULTIPLO,133323.0000000,BRAD,,SP,,Telefonica Brasil S. A.,BRAD#LOG-GUARULHOS-8094#01,,BRAD,20197437,VELOCLOUD,LOSANGO,SDWAN
São Paulo,BANCO LOSANGO S.A. - BANCO MULTIPLO,133327.0000000,BRAD,,SP,,Telefonica Brasil S. A.,BRAD#LOG-QUITANDA-8133#01,,BRAD,20197439,VELOCLOUD,LOSANGO,SDWAN
Brasília,BANCO LOSANGO S.A. - BANCO MULTIPLO,133331.0000000,BRAD,,DF,,Empresa Bras. de Telecomunicações - DF,BRAD#LOG-TAGUATINGA-8254#01,,BRAD,20197440,VELOCLOUD,LOSANGO,SDWAN
Vitória,BANCO LOSANGO S.A. - BANCO MULTIPLO,133333.0000000,BRAD,,ES,,Empresa Bras. de Telecomunicações - ES,BRAD#LOG-VITORIA-8260#01,,BRAD,20197441,VELOCLOUD,LOSANGO,SDWAN
São Luís,BANCO LOSANGO S.A. - BANCO MULTIPLO,133335.0000000,BRAD,,MA,,Telemar Norte e Leste S.A - MA,BRAD#LOG-SAOLUIS-8031#01,,BRAD,20197442,VELOCLOUD,LOSANGO,SDWAN
Feira de Santana,BANCO LOSANGO S.A. - BANCO MULTIPLO,133337.0000000,BRAD,,BA,,Empresa Bras. de Telecomunicações - BA,BRAD#LOG-FEIRADESANTANA-8155#01,,BRAD,20197443,VELOCLOUD,LOSANGO,SDWAN
Juiz de Fora,BANCO LOSANGO S.A. - BANCO MULTIPLO,133341.0000000,BRAD,,MG,,Empresa Bras. de Telecomunicações - MG,BRAD#LOG-JUIZDEFORA-8037#01,,BRAD,20197445,VELOCLOUD,LOSANGO,SDWAN
Rio de Janeiro,BANCO LOSANGO S.A. - BANCO MULTIPLO,133347.0000000,BRAD,,RJ,,NET,BRAD#LOG-COPACABANA-8218#01,,BRAD,20197447,VELOCLOUD,LOSANGO,SDWAN
Campinas,BANCO LOSANGO S.A. - BANCO MULTIPLO,133349.0000000,BRAD,,SP,,NET,BRAD#LOG-CAMPINAS-8093#01,,BRAD,20197448,VELOCLOUD,LOSANGO,SDWAN
Aracaju,BANCO LOSANGO S.A. - BANCO MULTIPLO,133319.0000000,BRAD,,SE,,NET,BRAD#LOG-ARACAJU-8089#01,,BRAD,20197449,VELOCLOUD,LOSANGO,SDWAN
Salvador,BANCO LOSANGO S.A. - BANCO MULTIPLO,133329.0000000,BRAD,,BA,,Telemar Norte e Leste S.A - BA,BRAD#LOG-SHOPIGUATEMI-8157#01,,BRAD,20197450,VELOCLOUD,LOSANGO,SDWAN
Florianópolis,ICATU SEGUROS S.A.,134539.0000000,ICATU,,SC,,,ICAT#SDW-VELO-FNS#00,,SDWAN - VELOCLOUD,20199724,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
Natal,MINASGAS S/A INDUSTRIA E COMERCIO,152642.0000000,OMNI,,RN,,,SDWAN#MINASGAS_NATAL_DEPOSITO#00,,SDWAN - VELOCLOUD,202038404,VELOCLOUD,SDWAN,SDWAN
Nossa Senhora do Socorro,SUPERGASBRAS ENERGIA LTDA,152643.0000000,OMNI,,SE,,,SDWAN#SUPERGASBRAS_NOSSA_SENH_SOCORRO_DEPOSITO#00,,SDWAN - VELOCLOUD,202038405,VELOCLOUD,SDWAN,SDWAN
Olinda,MINASGAS S/A INDUSTRIA E COMERCIO,152644.0000000,OMNI,,PE,,,SDWAN#MINASGAS_OLINDA_DEPOSITO#00,,SDWAN - VELOCLOUD,202038406,VELOCLOUD,SDWAN,SDWAN
Passo Fundo,SUPERGASBRAS ENERGIA LTDA,152691.0000000,OMNI,,RS,,,SDWAN#SUPERGASBRAS_PASSO_DEPOSITO#00,,SDWAN - VELOCLOUD,202038407,VELOCLOUD,SDWAN,SDWAN
Pelotas,SUPERGASBRAS ENERGIA LTDA,152646.0000000,OMNI,,RS,,,SDWAN#SUPERGASBRAS_PELOTA_DEPOSITO#00,,SDWAN - VELOCLOUD,202038409,VELOCLOUD,SDWAN,SDWAN
Presidente Prudente,SUPERGASBRAS ENERGIA LTDA,152706.0000000,OMNI,,SP,,,SDWAN#SUPERGASBRAS_PRESID_PRUDENTE#00,,SDWAN - VELOCLOUD,202038412,VELOCLOUD,SDWAN,SDWAN
Ipojuca,MINASGAS S/A INDUSTRIA E COMERCIO,152707.0000000,OMNI,,PE,,,SDWAN#MINASGAS_RECIFE_ENGARRAFADORA3#00,,SDWAN - VELOCLOUD,202038413,VELOCLOUD,SDWAN,SDWAN
Ribeirão Preto,SUPERGASBRAS ENERGIA LTDA,152648.0000000,OMNI,,SP,,,SDWAN#SUPERGASBRAS_RIBEIR_ENGARRAFADORA1#00,,SDWAN - VELOCLOUD,202038414,VELOCLOUD,SDWAN,SDWAN
Salvador,SUPERGASBRAS ENERGIA LTDA,152649.0000000,OMNI,,BA,,,SDWAN#SUPERGASBRAS_SALVAD_DEPOSITO#00,,SDWAN - VELOCLOUD,202038415,VELOCLOUD,SDWAN,SDWAN
Santa Maria,SUPERGASBRAS ENERGIA LTDA,152692.0000000,OMNI,,RS,,,SDWAN#SUPERGASBRAS_SANTA_DEPOSITO#00,,SDWAN - VELOCLOUD,202038416,VELOCLOUD,SDWAN,SDWAN
Santa Rita,MINASGAS S/A INDUSTRIA E COMERCIO,152693.0000000,OMNI,,PB,,,SDWAN#MINASGAS_SANTA_DEPOSITO#00,,SDWAN - VELOCLOUD,202038417,VELOCLOUD,SDWAN,SDWAN
São Francisco do Conde,SUPERGASBRAS ENERGIA LTDA,152695.0000000,OMNI,,BA,,Empresa Bras. de Telecomunicações,SDWAN#SUPERGASBRAS_SÃO_FRANCISCO_ENGARRAFADORA1#00,,SDWAN - VELOCLOUD,202038419,VELOCLOUD,SDWAN,SDWAN
São Gonçalo,SUPERGASBRAS ENERGIA LTDA,152668.0000000,OMNI,,RJ,,,SDWAN#SUPERGASBRAS_SÃO_GONÇALO_DEPOSITO#00,,SDWAN - VELOCLOUD,202038420,VELOCLOUD,SDWAN,SDWAN
São Luís,SUPERGASBRAS ENERGIA LTDA,152709.0000000,OMNI,,MA,,,SDWAN#SUPERGASBRAS_SÃO_LUIS_DEPOSITO#00,,SDWAN - VELOCLOUD,202038422,VELOCLOUD,SDWAN,SDWAN
São Mateus,SUPERGASBRAS ENERGIA LTDA,152670.0000000,OMNI,,ES,,,SDWAN#SUPERGASBRAS_SÃO_MATEUS_DEPOSITO#00,,SDWAN - VELOCLOUD,202038423,VELOCLOUD,SDWAN,SDWAN
São Vicente,SUPERGASBRAS ENERGIA LTDA,152671.0000000,OMNI,,SP,,,SDWAN#SUPERGASBRAS_SÃO_VICENTE_DEPOSITO#00,,SDWAN - VELOCLOUD,202038424,VELOCLOUD,SDWAN,SDWAN
Serra,SUPERGASBRAS ENERGIA LTDA,152672.0000000,OMNI,,ES,,,SDWAN#SUPERGASBRAS_SERRA_ENGARRAFADORAII#00,,SDWAN - VELOCLOUD,202038425,VELOCLOUD,SDWAN,SDWAN
Timóteo,SUPERGASBRAS ENERGIA LTDA,152674.0000000,OMNI,,MG,,,SDWAN#SUPERGASBRAS_TIMÓTE_DEPOSITO#00,,SDWAN - VELOCLOUD,202038427,VELOCLOUD,SDWAN,SDWAN
Uberlândia,SUPERGASBRAS ENERGIA LTDA,152675.0000000,OMNI,,MG,,,SDWAN#SUPERGASBRAS_UBERLÂNDIA1#00,,SDWAN - VELOCLOUD,202038428,VELOCLOUD,SDWAN,SDWAN
Aparecida de Goiânia,SUPERGASBRAS ENERGIA LTDA,152651.0000000,OMNI,,GO,,,SDWAN#SUPERGASBRAS_APAREC_GOIANIA#00,,SDWAN - VELOCLOUD,202038429,VELOCLOUD,SDWAN,SDWAN
Araruama,SUPERGASBRAS ENERGIA LTDA,152652.0000000,OMNI,,RJ,,,SDWAN#SUPERGASBRAS_ARARUA_DEPOSITO#00,,SDWAN - VELOCLOUD,202038431,VELOCLOUD,SDWAN,SDWAN
Araucária,SUPERGASBRAS ENERGIA LTDA,152653.0000000,OMNI,,PR,,,SDWAN#SUPERGASBRAS_ARAUCA_ENGARRAFADORA3#00,,SDWAN - VELOCLOUD,202038432,VELOCLOUD,SDWAN,SDWAN
Bauru,SUPERGASBRAS ENERGIA LTDA,152656.0000000,OMNI,,SP,,,SDWAN#SUPERGASBRAS_BAURU_DEPOSITO#00,,SDWAN - VELOCLOUD,202038434,VELOCLOUD,SDWAN,SDWAN
Belém,SUPERGASBRAS ENERGIA LTDA,152657.0000000,OMNI,,PA,,,SDWAN#SUPERGASBRAS_BELÉM_ENGARRAFADORA1#00,,SDWAN - VELOCLOUD,202038435,VELOCLOUD,SDWAN,SDWAN
Betim,SUPERGASBRAS ENERGIA LTDA,152658.0000000,OMNI,,MG,,,SDWAN#SUPERGASBRAS_BETIM1#00,,SDWAN - VELOCLOUD,202038436,VELOCLOUD,SDWAN,SDWAN
Biguaçu,SUPERGASBRAS ENERGIA LTDA,152660.0000000,OMNI,,SC,,,SDWAN#SUPERGASBRAS_BIGUAÇ_DEPOSITO#00,,SDWAN - VELOCLOUD,202038438,VELOCLOUD,SDWAN,SDWAN
Brasília,SUPERGASBRAS ENERGIA LTDA,152661.0000000,OMNI,,DF,,,SDWAN#SUPERGASBRAS_BRASÍLIA1#00,,SDWAN - VELOCLOUD,202038439,VELOCLOUD,SDWAN,SDWAN
Cachoeiro de Itapemirim,SUPERGASBRAS ENERGIA LTDA,152708.0000000,OMNI,,ES,,,SDWAN#SUPERGASBRAS_CACHOE_DEPOSITO#00,,SDWAN - VELOCLOUD,202038440,VELOCLOUD,SDWAN,SDWAN
Campo Grande,SUPERGASBRAS ENERGIA LTDA,152662.0000000,OMNI,,MS,,,SDWAN#SUPERGASBRAS_CAMPO_GRANDE1#00,,SDWAN - VELOCLOUD,202038441,VELOCLOUD,SDWAN,SDWAN
Rio de Janeiro,SUPERGASBRAS ENERGIA LTDA,152694.0000000,OMNI,,RJ,,,SDWAN#SUPERGASBRAS_CAMPO_DEPOSITO#00,,SDWAN - VELOCLOUD,202038442,VELOCLOUD,SDWAN,SDWAN
Canoas,SUPERGASBRAS ENERGIA LTDA,152663.0000000,OMNI,,RS,,,SDWAN#SUPERGASBRAS_CANOAS_ENGARRAFADORA3#00,,SDWAN - VELOCLOUD,202038443,VELOCLOUD,SDWAN,SDWAN
Canoas,SUPERGASBRAS ENERGIA LTDA,152664.0000000,OMNI,,RS,,,SDWAN#SUPERGASBRAS_CANOAS_DEPOSITO#00,,SDWAN - VELOCLOUD,202038444,VELOCLOUD,SDWAN,SDWAN
Cascavel,SUPERGASBRAS ENERGIA LTDA,152665.0000000,OMNI,,PR,,,SDWAN#SUPERGASBRAS_CASCÁV_DEPOSITO#00,,SDWAN - VELOCLOUD,202038445,VELOCLOUD,SDWAN,SDWAN
Duque de Caxias,SUPERGASBRAS ENERGIA LTDA,152666.0000000,OMNI,,RJ,,,SDWAN#SUPERGASBRAS_CAXIAS1#00,,SDWAN - VELOCLOUD,202038446,VELOCLOUD,SDWAN,SDWAN
Caxias do Sul,SUPERGASBRAS ENERGIA LTDA,152676.0000000,OMNI,,RS,,,SDWAN#SUPERGASBRAS_CAXIAS_DEPOSITO1#00,,SDWAN - VELOCLOUD,202038447,VELOCLOUD,SDWAN,SDWAN
Cuiabá,SUPERGASBRAS ENERGIA LTDA,152710.0000000,OMNI,,MT,,,SDWAN#SUPERGASBRAS_CUIABA1#00,,SDWAN - VELOCLOUD,202038448,VELOCLOUD,SDWAN,SDWAN
Curitibanos,SUPERGASBRAS ENERGIA LTDA,152677.0000000,OMNI,,SC,,,SDWAN#SUPERGASBRAS_CURITI_DEPOSITO#00,,SDWAN - VELOCLOUD,202038449,VELOCLOUD,SDWAN,SDWAN
Divinópolis,SUPERGASBRAS ENERGIA LTDA,152679.0000000,OMNI,,MG,,,SDWAN#SUPERGASBRAS_DIVINO_DEPOSITO#00,,SDWAN - VELOCLOUD,202038451,VELOCLOUD,SDWAN,SDWAN
Fortaleza,MINASGAS S/A INDUSTRIA E COMERCIO,152680.0000000,OMNI,,CE,,,SDWAN#MINASGAS_FORTAL_DEPOSITO#00,,SDWAN - VELOCLOUD,202038452,VELOCLOUD,SDWAN,SDWAN
Caucaia,MINASGAS S/A INDUSTRIA E COMERCIO,152681.0000000,OMNI,,CE,,,SDWAN#MINASGAS_FORTALEZA_CAUCAIA1#00,,SDWAN - VELOCLOUD,202038453,VELOCLOUD,SDWAN,SDWAN
Itabira,SUPERGASBRAS ENERGIA LTDA,152683.0000000,OMNI,,MG,,,SDWAN#SUPERGASBRAS_ITABIR_DEPOSITO#00,,SDWAN - VELOCLOUD,202038455,VELOCLOUD,SDWAN,SDWAN
Londrina,SUPERGASBRAS ENERGIA LTDA,152687.0000000,OMNI,,PR,,,SDWAN#SUPERGASBRAS_LONDRINA1#00,,SDWAN - VELOCLOUD,202038460,VELOCLOUD,SDWAN,SDWAN
Mauá,SUPERGASBRAS ENERGIA LTDA,152689.0000000,OMNI,,SP,,,SDWAN#SUPERGASBRAS_MAUA1#00,,SDWAN - VELOCLOUD,202038462,VELOCLOUD,SDWAN,SDWAN
Mesquita,SUPERGASBRAS ENERGIA LTDA,152640.0000000,OMNI,,RJ,,,SDWAN#SUPERGASBRAS_MESQUI_DEPOSITO#00,,SDWAN - VELOCLOUD,202038463,VELOCLOUD,SDWAN,SDWAN
Montes Claros,SUPERGASBRAS ENERGIA LTDA,152641.0000000,OMNI,,MG,,,SDWAN#SUPERGASBRAS_MONTES_DEPOSITO#00,,SDWAN - VELOCLOUD,202038464,VELOCLOUD,SDWAN,SDWAN
São José dos Campos,SUPERGASBRAS ENERGIA LTDA,152696.0000000,OMNI,,SP,,,SDWAN#SUPERGASBRAS_SÃO_CAMPOS_ENGARRAFADORAII#00,,SDWAN - VELOCLOUD,202038465,VELOCLOUD,SDWAN,SDWAN
Macaé,SUPERGASBRAS ENERGIA LTDA,152688.0000000,OMNI,,RJ,,,SDWAN#SUPERGASBRAS_MACAÉ-_DEPOSITO#00,,SDWAN - VELOCLOUD,202038467,VELOCLOUD,SDWAN,SDWAN
Hortolândia,GERDAU AÇOS LONGOS S A,152463.0000000,GERD,,SP,,,GERD#SDWAN-VELO-HTL#00,,SDWAN - VELOCLOUD,202038477,VELOCLOUD,ALTO,SDWAN
Quirinópolis,SAO FRANCISCO REDE DE SAUDE ASSISTENCIAL LTDA,152989.0000000,VELOCLOUD,,GO,,,SDWAN#VELO_HOSP-QUIRINOPOLIS#00,,SDWAN - VELOCLOUD,202038506,VELOCLOUD,SDWAN,SDWAN
Várzea Grande,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,154551.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-ADP_VARZEA_GRANDE#00,,SDWAN - VELOCLOUD,202040452,VELOCLOUD,SDWAN,SDWAN
Contagem,GERDAU AÇOS LONGOS S A,154763.0000000,GERD,,MG,,,GERD#SDWAN-VELO-BELO_HORIZONTE#00,,SDWAN - VELOCLOUD,202040624,VELOCLOUD,BAIXO,SDWAN
Ananindeua,GERDAU AÇOS LONGOS S A,154764.0000000,GERD,,PA,,,GERD#SDWAN-VELO-BELEM#00,,SDWAN - VELOCLOUD,202040625,VELOCLOUD,BAIXO,SDWAN
Cabedelo,GERDAU AÇOS LONGOS S A,154765.0000000,GERD,,PB,,,GERD#SDWAN-VELO-JOAO_PESSOA#00,,SDWAN - VELOCLOUD,202040626,VELOCLOUD,BAIXO,SDWAN
Manaus,GERDAU AÇOS LONGOS S A,154766.0000000,GERD,,AM,,,GERD#SDWAN-VELO-MANAUS#00,,SDWAN - VELOCLOUD,202040627,VELOCLOUD,BAIXO,SDWAN
Marília,GERDAU AÇOS LONGOS S A,154767.0000000,GERD,,SP,,,GERD#SDWAN-VELO-MARILIA#00,,SDWAN - VELOCLOUD,202040628,VELOCLOUD,BAIXO,SDWAN
Umuarama,GERDAU AÇOS LONGOS S A,154768.0000000,GERD,,PR,,,GERD#SDWAN-VELO-UMUARAMA#00,,SDWAN - VELOCLOUD,202040629,VELOCLOUD,BAIXO,SDWAN
Araquari,GERDAU AÇOS LONGOS S A,154937.0000000,GERD,,SC,,,GERD#SDWAN-VELO-METALICOS_JOINVILE#00,,SDWAN - VELOCLOUD,202040635,VELOCLOUD,BAIXO,SDWAN
Campina Grande,GERDAU AÇOS LONGOS S A,154942.0000000,GERD,,PB,,,GERD#SDWAN-VELO-CAMPINA_GRANDE#00,,SDWAN - VELOCLOUD,202040636,VELOCLOUD,BAIXO,SDWAN
Caruaru,GERDAU AÇOS LONGOS S A,154938.0000000,GERD,,PE,,,GERD#SDWAN-VELO-CARUARU#00,,SDWAN - VELOCLOUD,202040637,VELOCLOUD,BAIXO,SDWAN
Feira de Santana,GERDAU AÇOS LONGOS S A,154939.0000000,GERD,,BA,,,GERD#SDWAN-VELO-GERDAU_FEIRA_SANTANA#00,,SDWAN - VELOCLOUD,202040638,VELOCLOUD,BAIXO,SDWAN
Araquari,GERDAU AÇOS LONGOS S A,154940.0000000,GERD,,SC,,,GERD#SDWAN-VELO-JOINVILE#00,,SDWAN - VELOCLOUD,202040639,VELOCLOUD,BAIXO,SDWAN
Juazeiro,GERDAU AÇOS LONGOS S A,154941.0000000,GERD,,BA,,,GERD#SDWAN-VELO-JUAZEIRO#00,,SDWAN - VELOCLOUD,202040640,VELOCLOUD,BAIXO,SDWAN
Recife,GERDAU AÇOS LONGOS S A,154943.0000000,GERD,,PE,,,GERD#SDWAN-VELO-CTO_RECIFE#00,,SDWAN - VELOCLOUD,202040641,VELOCLOUD,BAIXO,SDWAN
Bauru,GERDAU AÇOS LONGOS S A,154949.0000000,GERD,,SP,,,GERD#SDWAN-VELO-METALICOS_BAURU#00,,SDWAN - VELOCLOUD,202040642,VELOCLOUD,BAIXO,SDWAN
Barão de Cocais,GERDAU AÇOS LONGOS S A,154950.0000000,GERD,,MG,,,GERD#SDWAN-VELO-BARAO-COCAIS-LOGISTICA#00,,SDWAN - VELOCLOUD,202040643,VELOCLOUD,BAIXO,SDWAN
Simões Filho,GERDAU AÇOS LONGOS S A,154951.0000000,GERD,,BA,,,GERD#SDWAN-VELO-TERM-MARITMO-USIBA#00,,SDWAN - VELOCLOUD,202040644,VELOCLOUD,BAIXO,SDWAN
Jundiaí,GERDAU AÇOS LONGOS S A,154952.0000000,GERD,,SP,,,GERD#SDWAN-VELO-METALICOS_JUNDIAI2#00,,SDWAN - VELOCLOUD,202040645,VELOCLOUD,BAIXO,SDWAN
Curitiba,GERDAU AÇOS LONGOS S A,154953.0000000,GERD,,PR,,,GERD#SDWAN-VELO-CG_CURITIBA#00,,SDWAN - VELOCLOUD,202040646,VELOCLOUD,BAIXO,SDWAN
Porto Alegre,GERDAU AÇOS LONGOS S A,154954.0000000,GERD,,RS,,,GERD#SDWAN-VELO-CG_PORTO_ALEGRE#00,,SDWAN - VELOCLOUD,202040647,VELOCLOUD,BAIXO,SDWAN
Ribeirão Preto,GERDAU AÇOS LONGOS S A,154955.0000000,GERD,,SP,,,GERD#SDWAN-VELO-CG_RIB_PRETO#00,,SDWAN - VELOCLOUD,202040648,VELOCLOUD,BAIXO,SDWAN
Aracaju,GERDAU AÇOS LONGOS S A,154956.0000000,GERD,,SE,,,GERD#SDWAN-VELO-CG_ARACAJU#00,,SDWAN - VELOCLOUD,202040649,VELOCLOUD,BAIXO,SDWAN
Araraquara,GERDAU AÇOS LONGOS S A,154957.0000000,GERD,,SP,,,GERD#SDWAN-VELO-CG_ARARAQUARA#00,,SDWAN - VELOCLOUD,202040650,VELOCLOUD,BAIXO,SDWAN
Barreiras,GERDAU AÇOS LONGOS S A,154958.0000000,GERD,,BA,,,GERD#SDWAN-VELO-CG_BARREIRAS#00,,SDWAN - VELOCLOUD,202040651,VELOCLOUD,BAIXO,SDWAN
Bauru,GERDAU AÇOS LONGOS S A,154944.0000000,GERD,,SP,,,GERD#SDWAN-VELO-CG_BAURU#00,,SDWAN - VELOCLOUD,202040652,VELOCLOUD,BAIXO,SDWAN
Blumenau,GERDAU AÇOS LONGOS S A,154945.0000000,GERD,,SC,,,GERD#SDWAN-VELO-CG_BLUMENAU#00,,SDWAN - VELOCLOUD,202040653,VELOCLOUD,BAIXO,SDWAN
Campo Grande,GERDAU AÇOS LONGOS S A,154946.0000000,GERD,,MS,,,GERD#SDWAN-VELO-CG_CAMPO_GRANDE#00,,SDWAN - VELOCLOUD,202040654,VELOCLOUD,BAIXO,SDWAN
Cascavel,GERDAU AÇOS LONGOS S A,154947.0000000,GERD,,PR,,,GERD#SDWAN-VELO-CG_CASCAVEL#00,,SDWAN - VELOCLOUD,202040655,VELOCLOUD,BAIXO,SDWAN
Caxias do Sul,GERDAU AÇOS LONGOS S A,154948.0000000,GERD,,RS,,,GERD#SDWAN-VELO-CG_CAXIAS_SUL#00,,SDWAN - VELOCLOUD,202040656,VELOCLOUD,BAIXO,SDWAN
Chapecó,GERDAU AÇOS LONGOS S A,154959.0000000,GERD,,SC,,,GERD#SDWAN-VELO-CG_CHAPECO#00,,SDWAN - VELOCLOUD,202040657,VELOCLOUD,BAIXO,SDWAN
Criciúma,GERDAU AÇOS LONGOS S A,154960.0000000,GERD,,SC,,,GERD#SDWAN-VELO-CG_CRICIUMA#00,,SDWAN - VELOCLOUD,202040658,VELOCLOUD,BAIXO,SDWAN
Cuiabá,GERDAU AÇOS LONGOS S A,154961.0000000,GERD,,MT,,,GERD#SDWAN-VELO-CG_CUIABA#00,,SDWAN - VELOCLOUD,202040659,VELOCLOUD,BAIXO,SDWAN
Dourados,GERDAU AÇOS LONGOS S A,154962.0000000,GERD,,MS,,,GERD#SDWAN-VELO-CG_DOURADOS#00,,SDWAN - VELOCLOUD,202040660,VELOCLOUD,BAIXO,SDWAN
Fortaleza,GERDAU AÇOS LONGOS S A,154963.0000000,GERD,,CE,,,GERD#SDWAN-VELO-CG_FORTALEZA#00,,SDWAN - VELOCLOUD,202040661,VELOCLOUD,BAIXO,SDWAN
Governador Valadares,GERDAU AÇOS LONGOS S A,154965.0000000,GERD,,MG,,,GERD#SDWAN-VELO-CG_GOV_VALADARES#00,,SDWAN - VELOCLOUD,202040663,VELOCLOUD,BAIXO,SDWAN
Guarapuava,GERDAU AÇOS LONGOS S A,154966.0000000,GERD,,PR,,,GERD#SDWAN-VELO-CG_GUARAPUAVA#00,,SDWAN - VELOCLOUD,202040664,VELOCLOUD,BAIXO,SDWAN
Imperatriz,GERDAU AÇOS LONGOS S A,154967.0000000,GERD,,MA,,,GERD#SDWAN-VELO-CG_IMPERATRIZ#00,,SDWAN - VELOCLOUD,202040665,VELOCLOUD,BAIXO,SDWAN
Juazeiro do Norte,GERDAU AÇOS LONGOS S A,154968.0000000,GERD,,CE,,,GERD#SDWAN-VELO-CG_JUAZEIRO_NORTE#00,,SDWAN - VELOCLOUD,202040666,VELOCLOUD,BAIXO,SDWAN
Juiz de Fora,GERDAU AÇOS LONGOS S A,154969.0000000,GERD,,MG,,,GERD#SDWAN-VELO-CG_JUIZ_FORA#00,,SDWAN - VELOCLOUD,202040667,VELOCLOUD,BAIXO,SDWAN
Montes Claros,GERDAU AÇOS LONGOS S A,154970.0000000,GERD,,MG,,,GERD#SDWAN-VELO-CG_MONTES_CLAROS#00,,SDWAN - VELOCLOUD,202040668,VELOCLOUD,BAIXO,SDWAN
Salvador,GERDAU AÇOS LONGOS S A,154971.0000000,GERD,,BA,,,GERD#SDWAN-VELO-CG_SALVADORII#00,,SDWAN - VELOCLOUD,202040669,VELOCLOUD,BAIXO,SDWAN
Santa Maria,GERDAU AÇOS LONGOS S A,154972.0000000,GERD,,RS,,,GERD#SDWAN-VELO-CG_SANTA_MARIA#00,,SDWAN - VELOCLOUD,202040670,VELOCLOUD,BAIXO,SDWAN
Uberlândia,GERDAU AÇOS LONGOS S A,154973.0000000,GERD,,MG,,,GERD#SDWAN-VELO-CG_UBERLANDIA#00,,SDWAN - VELOCLOUD,202040671,VELOCLOUD,BAIXO,SDWAN
Varginha,GERDAU AÇOS LONGOS S A,154974.0000000,GERD,,MG,,,GERD#SDWAN-VELO-CG_VARGINHA#00,,SDWAN - VELOCLOUD,202040672,VELOCLOUD,BAIXO,SDWAN
Vitória da Conquista,GERDAU AÇOS LONGOS S A,154975.0000000,GERD,,BA,,,GERD#SDWAN-VELO-CG_VITORIA_CONQUISTA#00,,SDWAN - VELOCLOUD,202040673,VELOCLOUD,BAIXO,SDWAN
Volta Redonda,GERDAU AÇOS LONGOS S A,154976.0000000,GERD,,RJ,,,GERD#SDWAN-VELO-CG_VOLTA_REDONDA#00,,SDWAN - VELOCLOUD,202040674,VELOCLOUD,BAIXO,SDWAN
Serra,GERDAU AÇOS LONGOS S A,154977.0000000,GERD,,ES,,,GERD#SDWAN-VELO-CG_VITORIA2#00,,SDWAN - VELOCLOUD,202040675,VELOCLOUD,BAIXO,SDWAN
Rio de Janeiro,CONDOMINIO DO PARKSHOPPING CAMPO GRANDE,155264.0000000,MULT,,RJ,,,MULT#SDW-VELO-COND-PARKSHOPPING_CAMPO_GRANDE-GER#,,SDWAN - VELOCLOUD,202041324,VELOCLOUD,LOJA,SDWAN
